Job1,Job2,Sector1,Sector2,NSQF1,NSQF2,similarity_score
Plant Manager,Solar Photovoltaic Site Survey Assistant,Food Processing,Green Jobs,9,3.5,0.38174558
Welding,Guest Service Executive (Front Office),Automotive,Tourism & Hospitality,4.5,4.5,0.38174397
Solar PV Engineer (Option: Solar Water Pumping System),Front Office Manager,Green Jobs,Tourism & Hospitality,5,7,0.3817412
Dumper/ Tipper Operator,Loin Loom Weaver,Mining,Textile,4,3,0.38172886
Welding,Advanced Program on Hand Block Printing,Automotive,Handicrafts and Carpet,4.5,4,0.38170907
Project Assistant Planner - Wind Power Plant,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,3,6,0.38167146
Introduction to Electric Vehicle,Project Assistant Planner - Wind Power Plant,Automotive,Green Jobs,4,3,0.38167146
Introduction to Electric Vehicle,Street Food Vendor- Standalone,Automotive,Tourism & Hospitality,4,4,0.38162112
GHG Accounting and Sustainability Reporting,Street Food Vendor- Standalone,Green Jobs,Tourism & Hospitality,6,4,0.38162112
Fruits and Vegetable Processing Operator,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,2,4,0.3816203
Biomass Pellet Manufacturing Junior Technician,Advanced Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.3816153
Automotive Additive Manufacturing Engineer,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,5.5,4,0.38160926
Solar PV Designer,Advanced Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,7,4,0.38160402
Basic Program on Traditional Hand Embroidery,Travel Advisor,Handicrafts and Carpet,Tourism & Hospitality,4,4,0.381467
GHG Accounting and Sustainability Reporting,Designer (Woodware Products),Green Jobs,Handicrafts and Carpet,6,3,0.38144916
Introduction to Electric Vehicle,Designer (Woodware Products),Automotive,Handicrafts and Carpet,4,3,0.38144916
Solar Photovoltaic Site Survey Assistant,Advanced Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3.5,4,0.38141158
Plastic Recycling Operator,CAD Designer for Carpets,Green Jobs,Handicrafts and Carpet,3,4,0.38137254
Solar Photovoltaic Site Survey Assistant,Finished Package Checker-cum-Packer  - Spinning,Green Jobs,Textile,3.5,3,0.3813268
Basic Program on Traditional Hand Embroidery,Electric Arc Furnace (EAF)- Process Control Engineer,Handicrafts and Carpet,Iron and Steel,4,5.5,0.3813138
Solar PV Engineer (Option: Solar Water Pumping System),Lacquerer (Paper Mache),Green Jobs,Handicrafts and Carpet,5,3,0.38125852
Technician - Operations and Maintenance  (Compressed Biogas/Waste to Energy),GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,4,6,0.3812257
Introduction to Electric Vehicle,Technician - Operations and Maintenance  (Compressed Biogas/Waste to Energy),Automotive,Green Jobs,4,4,0.3812257
Solar PV Project Helper,Tour Manager,Green Jobs,Tourism & Hospitality,2,6,0.38115683
Recyclable Waste Collector & Segregator,Tour  Guide,Green Jobs,Tourism & Hospitality,4,5,0.38110134
Introduction to Electric Vehicle,Mine  Electrician,Automotive,Mining,4,4,0.38098198
GHG Accounting and Sustainability Reporting,Mine  Electrician,Green Jobs,Mining,6,4,0.38098198
Introduction to Electric Vehicle,Floor Supervisor (Ceramics),Automotive,Handicrafts and Carpet,4,4,0.38096726
GHG Accounting and Sustainability Reporting,Floor Supervisor (Ceramics),Green Jobs,Handicrafts and Carpet,6,4,0.38096726
Traditional Mat Weaver,Food & Beverage Service Manager,Handicrafts and Carpet,Tourism & Hospitality,2.5,7,0.380852
Basic Program on Traditional Hand Embroidery,Supervisor - Battery Operations,Handicrafts and Carpet,Iron and Steel,4,5,0.38083842
Introduction to Electric Vehicle,Executive Housekeeper,Automotive,Tourism & Hospitality,4,6,0.38075367
GHG Accounting and Sustainability Reporting,Executive Housekeeper,Green Jobs,Tourism & Hospitality,6,6,0.38075367
Traditional Soft Toy Maker,Food & Beverage Service Manager,Handicrafts and Carpet,Tourism & Hospitality,2.5,7,0.3807122
Solar EV Charging Entrepreneur,Recyclable Waste Collector & Segregator,Green Jobs,Green Jobs,4,4,0.3805999
Solar PV Engineer (Option: Solar Water Pumping System),Executive Housekeeper,Green Jobs,Tourism & Hospitality,5,6,0.38059214
Plastic Recycling Operator,Winding  Operator,Green Jobs,Mining,3,4,0.3805402
GHG Accounting and Sustainability Reporting,Decorative Glass Cutter (Glassware),Green Jobs,Handicrafts and Carpet,6,3,0.38050988
Introduction to Electric Vehicle,Decorative Glass Cutter (Glassware),Automotive,Handicrafts and Carpet,4,3,0.38050988
Improved Cookstove Installer,Loin Loom Weaver,Green Jobs,Textile,4,3,0.38042206
Basic Program on Traditional Hand Embroidery,Catering Manager,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.38033873
Basic Program on Traditional Hand Embroidery,Operator - Heating regulator,Handicrafts and Carpet,Iron and Steel,4,4,0.38033265
Plastic Recycling Micro Entrepreneur,Cone Winding Operator - Manual & Assembly Winding,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Fabric Mender - Textiles,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Ikkat Artisan,Green Jobs,Textile,4,2,0.38027266
Plastic Recycling Micro Entrepreneur,Hand Spinning Operator,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Hand Knitting Machine Operator,Green Jobs,Textile,4,2,0.38027266
Plastic Recycling Micro Entrepreneur,Card Puncher (Automatic Machine),Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Jacquard Harness Builder,Green Jobs,Textile,4,2,0.38027266
Plastic Recycling Micro Entrepreneur,Pirn Winding Machine Operator,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Knotting Machine Operator,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Jute Beaming Operator,Green Jobs,Textile,4,2,0.38027266
Plastic Recycling Micro Entrepreneur,Fitter Helper - Weaving,Green Jobs,Textile,4,2,0.38027266
Plastic Recycling Micro Entrepreneur,Jute spinning Sardar (Jobber) cum Jr. Supervisor,Green Jobs,Textile,4,4,0.38027266
Plastic Recycling Micro Entrepreneur,Ring Frame Doffer,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Ring Frame Tenter,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Jute Weft Winding Operator,Green Jobs,Textile,4,2,0.38027266
Plastic Recycling Micro Entrepreneur,Ginning Helper,Green Jobs,Textile,4,1,0.38027266
Plastic Recycling Micro Entrepreneur,Jute Carding Operator,Green Jobs,Textile,4,2,0.38027266
Plastic Recycling Micro Entrepreneur,Jute Selector cum Assorter,Green Jobs,Textile,4,2,0.38027266
Plastic Recycling Micro Entrepreneur,Fabric Checker - Textiles,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Tape Winder,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Tape Plant Operator,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Circular loom operator (Shuttle type),Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Twister cum Doubler - Handloom,Green Jobs,Textile,4,2,0.38027266
Plastic Recycling Micro Entrepreneur,Knitting Machine Operator Flat Bed Knitting,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Knitting Machine Operator Warp Knitting,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Kalamkari Artisan,Green Jobs,Textile,4,2,0.38027266
Plastic Recycling Micro Entrepreneur,Fitter  Weaving Preparatory,Green Jobs,Textile,4,4,0.38027266
Plastic Recycling Micro Entrepreneur,Sizing Machine Operator,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Size Mixer,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Fitter - Shuttleless Weaving Machine: Projectile,Green Jobs,Textile,4,4,0.38027266
Plastic Recycling Micro Entrepreneur,Combing Preparatory Operator,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Blowroom Operator,Green Jobs,Textile,4,3,0.38027266
Plastic Recycling Micro Entrepreneur,Assistant Ginning Fitter,Green Jobs,Textile,4,2,0.38027266
Plastic Recycling Micro Entrepreneur,Assistant Cotton Grader (Ginning),Green Jobs,Textile,4,2,0.38027266
Manufacturing Team Challenge,GHG Accounting and Sustainability Reporting,Automotive,Green Jobs,4.5,6,0.38024855
Manufacturing Team Challenge,Introduction to Electric Vehicle,Automotive,Automotive,4.5,4,0.38024855
Introduction to Electric Vehicle,Assistant-Opencast Mines,Automotive,Mining,4,2,0.38022017
GHG Accounting and Sustainability Reporting,Assistant-Opencast Mines,Green Jobs,Mining,6,2,0.38022017
GHG Accounting and Sustainability Reporting,Mine Mechanic/Fitter,Green Jobs,Mining,6,4,0.38020957
Introduction to Electric Vehicle,Mine Mechanic/Fitter,Automotive,Mining,4,4,0.38020957
Solar PV Engineer (Option: Solar Water Pumping System),Loin Loom Weaver,Green Jobs,Textile,5,3,0.38018873
GHG Accounting and Sustainability Reporting,Bartender,Green Jobs,Tourism & Hospitality,6,4.5,0.3801602
Introduction to Electric Vehicle,Bartender,Automotive,Tourism & Hospitality,4,4.5,0.3801602
Introduction to Electric Vehicle,Purchase Assistant  Food and Agricultural Commodities,Automotive,Food Processing,4,3,0.380129
Purchase Assistant  Food and Agricultural Commodities,GHG Accounting and Sustainability Reporting,Food Processing,Green Jobs,3,6,0.380129
Introduction to Electric Vehicle,Guest Service Executive (Housekeeping),Automotive,Tourism & Hospitality,4,4.5,0.38010487
GHG Accounting and Sustainability Reporting,Guest Service Executive (Housekeeping),Green Jobs,Tourism & Hospitality,6,4.5,0.38010487
Test Engineer-Product/Vehicle,Introduction to Electric Vehicle,Automotive,Automotive,5,4,0.38008106
Test Engineer-Product/Vehicle,GHG Accounting and Sustainability Reporting,Automotive,Green Jobs,5,6,0.38008106
GHG Accounting and Sustainability Reporting,Rare Earths Extraction Plant Operator,Green Jobs,Mining,6,4,0.38007343
Introduction to Electric Vehicle,Rare Earths Extraction Plant Operator,Automotive,Mining,4,4,0.38007343
Advanced Program on Traditional Hand Embroidery,Mountain Cuisine Chef,Handicrafts and Carpet,Tourism & Hospitality,4,5,0.37999597
Prototyping Engineer,Introduction to Electric Vehicle,Automotive,Automotive,6,4,0.37996134
Prototyping Engineer,GHG Accounting and Sustainability Reporting,Automotive,Green Jobs,6,6,0.37996134
Introduction to Electric Vehicle,Assembly Machine Operator (Woodware),Automotive,Handicrafts and Carpet,4,3,0.379906
GHG Accounting and Sustainability Reporting,Assembly Machine Operator (Woodware),Green Jobs,Handicrafts and Carpet,6,3,0.379906
Advanced Program on Hand Block Printing,Duty Manager,Handicrafts and Carpet,Tourism & Hospitality,4,5,0.37985718
Introduction to Electric Vehicle,Trainee Chef.,Automotive,Tourism & Hospitality,4,3,0.37981123
GHG Accounting and Sustainability Reporting,Trainee Chef.,Green Jobs,Tourism & Hospitality,6,3,0.37981123
Ceramics and Terracotta Toy Maker - Artisan,Revenue Manager,Handicrafts and Carpet,Tourism & Hospitality,4,5.5,0.379811
Gas Tungsten Arc Welding (GTAW),Tour Manager,Iron and Steel,Tourism & Hospitality,4,6,0.37979656
Junior Technician - Mechanized Sewer Cleaning,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,3,4,0.3797781
Solar Photovoltaic Site Survey Assistant,Tour Manager,Green Jobs,Tourism & Hospitality,3.5,6,0.37968472
Automotive Machinist,Plastic Recycling Micro Entrepreneur,Automotive,Green Jobs,3,4,0.37961608
Introduction to Electric Vehicle,Safety Supervisor - Steel Plant,Automotive,Iron and Steel,4,5,0.37959725
GHG Accounting and Sustainability Reporting,Safety Supervisor - Steel Plant,Green Jobs,Iron and Steel,6,5,0.37959725
Food Safety Team Leader,GHG Accounting and Sustainability Reporting,Food Processing,Green Jobs,5,6,0.37959415
Introduction to Electric Vehicle,Food Safety Team Leader,Automotive,Food Processing,4,5,0.37959415
GHG Accounting and Sustainability Reporting,Sakhta Saaz (Paper Pulp),Green Jobs,Handicrafts and Carpet,6,2.5,0.37956893
Introduction to Electric Vehicle,Sakhta Saaz (Paper Pulp),Automotive,Handicrafts and Carpet,4,2.5,0.37956893
Solar PV Engineer (Option: Solar Water Pumping System),Circular loom operator (Shuttle type),Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Ring Frame Tenter,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Knitting Machine Operator Flat Bed Knitting,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Tape Winder,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Tape Plant Operator,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Knitting Machine Operator Warp Knitting,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Knotting Machine Operator,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Pirn Winding Machine Operator,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Ring Frame Doffer,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Jute Beaming Operator,Green Jobs,Textile,5,2,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Fabric Mender - Textiles,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Fitter  Weaving Preparatory,Green Jobs,Textile,5,4,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Fitter - Shuttleless Weaving Machine: Projectile,Green Jobs,Textile,5,4,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Fitter Helper - Weaving,Green Jobs,Textile,5,2,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Ikkat Artisan,Green Jobs,Textile,5,2,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Jacquard Harness Builder,Green Jobs,Textile,5,2,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Ginning Helper,Green Jobs,Textile,5,1,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Fabric Checker - Textiles,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Jute Carding Operator,Green Jobs,Textile,5,2,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Jute Selector cum Assorter,Green Jobs,Textile,5,2,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Assistant Cotton Grader (Ginning),Green Jobs,Textile,5,2,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Kalamkari Artisan,Green Jobs,Textile,5,2,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Assistant Ginning Fitter,Green Jobs,Textile,5,2,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Card Puncher (Automatic Machine),Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Hand Knitting Machine Operator,Green Jobs,Textile,5,2,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Hand Spinning Operator,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Blowroom Operator,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Combing Preparatory Operator,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Cone Winding Operator - Manual & Assembly Winding,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Jute Weft Winding Operator,Green Jobs,Textile,5,2,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Jute spinning Sardar (Jobber) cum Jr. Supervisor,Green Jobs,Textile,5,4,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Size Mixer,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Sizing Machine Operator,Green Jobs,Textile,5,3,0.37956592
Solar PV Engineer (Option: Solar Water Pumping System),Twister cum Doubler - Handloom,Green Jobs,Textile,5,2,0.37956592
Introduction to Electric Vehicle,Basic Program on Hand Block Printing,Automotive,Handicrafts and Carpet,4,4,0.37955874
GHG Accounting and Sustainability Reporting,Basic Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,6,4,0.37955874
Automotive Quality Control Inspector,Plastic Recycling Micro Entrepreneur,Automotive,Green Jobs,3,4,0.37955514
Plastic Recycling Micro Entrepreneur,Parasailing (Equipment) Supervisor,Green Jobs,Tourism & Hospitality,4,6,0.37952605
GHG Accounting and Sustainability Reporting,Assistant-Underground Mines,Green Jobs,Mining,6,2,0.37952158
Introduction to Electric Vehicle,Assistant-Underground Mines,Automotive,Mining,4,2,0.37952158
Basic Program on Traditional Hand Embroidery,Process Control Engineer - Basic Oxygen Furnace (BOF),Handicrafts and Carpet,Iron and Steel,4,6,0.37940234
Introduction to Electric Vehicle,Refrigeration Technician - Food Processing Facility,Automotive,Food Processing,4,4,0.37936956
